UID	RG	STD_T	STD_V	MEAN_T	MEAN_V	SSTD_T	SSTD_V	DIST_HOME	MEAN_log10_v	SSTD_log10_v	AVG_DIST
153.000000	0.000000	1.851944	0.383384	9601.714286	3.571429	7201.181262	2.935821	0.000000	0.395625	0.414102	0.176059
153.000000	0.343048	0.717249	0.101174	77890.600000	6.800000	2886.871369	1.923538	0.171524	0.820074	0.113116	0.067310
154.000000	2.980191	2.198378	0.576797	51893.777778	1656.638889	8026.422206	5043.880967	11.718963	2.636721	0.584979	0.293781
154.000000	0.348441	3.178472	0.708491	22708.848485	1799.454545	11619.912215	4125.669689	0.086287	2.529369	0.719476	0.311731
154.000000	1.694612	1.918450	0.755915	76426.741935	256.129032	7020.581714	259.156805	0.622252	2.040918	0.768410	0.299215
155.000000	3.031638	4.147386	0.702780	62756.900000	1914.200000	15185.832311	2277.961860	1.786085	2.926641	0.714794	0.396646
155.000000	0.357828	2.899995	0.482702	18851.560000	22.960000	10655.263844	29.482311	0.105518	1.109815	0.492656	0.253313
157.000000	2.247208	6.868400	0.751757	41808.576087	154.728261	24861.728213	406.691721	2.192213	1.401601	0.755876	0.502775
157.000000	0.000000	0.049921	0.342979	32573.333333	14.000000	196.869161	16.112107	7.765324	0.978712	0.375714	0.114157
159.000000	1.416487	4.568607	0.556886	53365.125000	25.666667	16800.724123	36.895465	0.941587	1.075386	0.568864	0.356678
161.000000	4.635154	4.571101	0.847773	55151.322581	2081.962366	16500.380417	4555.570396	-1.000000	2.693908	0.850061	0.486648
161.000000	2.677158	2.662061	0.640331	63261.200000	1491.733333	9919.781969	1465.146042	-1.000000	2.846899	0.662805	0.334099
161.000000	2.609459	0.930413	0.173572	31643.500000	694.000000	3669.179241	285.535987	-1.000000	2.808087	0.190139	0.179331
163.000000	0.115382	7.195805	0.777011	42710.952381	95.761905	26218.907287	160.104815	0.025800	1.431476	0.786430	0.517510
165.000000	1.007567	6.347861	0.927714	45109.150000	17507.725000	23143.425120	27014.438177	0.612846	3.557710	0.939533	0.510192
166.000000	2.143557	2.354884	0.333580	53626.909091	1381.000000	8891.364872	1036.626355	6.547507	3.017392	0.349862	0.225502
166.000000	2.099408	1.101253	0.608158	80708.500000	327.166667	4342.902981	344.808594	0.938860	2.202381	0.666203	0.285203
167.000000	0.200683	1.481444	0.991898	74097.550000	184.050000	5471.744805	538.997459	0.046040	1.167771	1.017666	0.356629
167.000000	0.621644	0.095004	0.299133	47576.800000	46.600000	382.382923	28.901557	15.102774	1.578264	0.334440	0.120904
168.000000	2.651098	7.404989	1.147619	42119.520661	3232.520661	26768.804111	6434.959047	1.801222	2.676904	1.152391	0.621188
169.000000	2.862863	3.455204	0.894118	63635.416667	1062.527778	12615.179091	1596.365649	1.462959	2.323698	0.906801	0.414878
169.000000	0.999714	2.799929	0.589699	17129.931034	56.275862	10258.162279	152.046256	0.188930	1.156596	0.600137	0.262667
170.000000	0.000000	0.427724	0.238058	74000.142857	9.142857	1663.181633	8.335238	12.774869	0.871976	0.257132	0.071687
171.000000	2.037723	6.583320	0.845921	38726.951220	331.682927	23994.371195	702.361675	1.378759	1.777273	0.856430	0.514342
172.000000	2.532575	6.719700	0.714103	46410.260870	288.782609	24458.231316	699.470908	1.412670	1.927635	0.721993	0.504808
175.000000	0.268333	2.665537	0.717344	47934.000000	1005.333333	9832.904586	1970.522706	0.087059	2.421619	0.735059	0.307116
176.000000	1.577330	1.584981	0.716831	27800.333333	1083.111111	6052.055312	1517.335695	1.115320	2.559325	0.760314	0.295793
179.000000	1.015708	5.121501	0.902518	30751.916667	100.638889	18698.938609	138.764580	0.690024	1.367638	0.915321	0.456708
179.000000	1.187833	1.964057	0.678244	77181.055556	1077.666667	7275.593402	1296.031363	0.449415	2.654358	0.697907	0.282224
180.000000	0.000000	1.109778	0.197488	6947.200000	13.200000	4466.768317	6.457554	0.000000	1.077276	0.220798	0.109280
181.000000	0.698811	4.560886	0.751248	65731.095238	723.047619	16824.662469	739.144132	0.156264	2.482514	0.769800	0.391338
182.000000	0.000000	2.595447	0.267316	17020.347826	17.000000	9553.602803	15.553427	0.000000	1.129468	0.273324	0.185428
183.000000	1.081517	2.108820	0.645064	60336.000000	1357.666667	8316.348333	1583.070898	-1.000000	2.765992	0.706633	0.305149
184.000000	0.000000	2.731637	0.510735	16527.888889	81.666667	10430.417986	74.471471	0.000000	1.672630	0.541716	0.264642
185.000000	0.000000	1.514420	0.792964	9832.580645	231.161290	5542.031197	959.356420	0.000000	1.341396	0.806072	0.273679
185.000000	0.000000	2.337304	0.893935	78924.178571	625.928571	8568.699409	999.976738	0.000000	2.133644	0.910339	0.339918
186.000000	2.178550	3.579482	0.739196	65329.851852	99.000000	13007.133984	189.594602	-1.000000	1.387809	0.746137	0.360741
187.000000	0.000000	2.772577	0.565836	16852.750000	84.250000	10308.619581	184.737832	0.000000	1.435145	0.584392	0.261358
187.000000	1.510834	2.991466	0.642165	63086.000000	385.636364	11294.913244	510.938406	0.748883	2.193362	0.673509	0.318977
188.000000	2.949752	3.711351	0.221048	73812.553571	5911.678571	13481.780357	3185.303543	2.224801	3.721355	0.223048	0.262572
188.000000	0.000000	2.820816	0.336663	20076.166667	13.000000	11124.176328	11.454257	0.000000	0.983226	0.368795	0.230533
188.000000	0.565366	0.804061	0.345991	36669.800000	18.800000	3236.281771	20.608251	9.357964	1.113546	0.386830	0.151587
189.000000	0.000000	1.432247	0.378452	7134.571429	72.428571	5569.211999	56.688791	0.000000	1.713169	0.408775	0.177776
189.000000	1.052489	0.426891	0.622190	60436.428571	40.857143	1659.941551	45.377779	2.185344	1.286524	0.672042	0.243662
190.000000	0.484942	3.708327	0.297011	55972.428571	405.714286	14419.624982	191.175063	16.630079	2.534862	0.320809	0.263512
191.000000	1.010738	6.009386	0.723298	39989.537500	145.737500	21770.280211	330.367565	0.271160	1.637092	0.727861	0.436948
193.000000	0.000000	0.893840	0.449041	7235.923077	26.307692	3349.218577	48.210277	0.000000	1.101551	0.467377	0.163410
193.000000	1.102163	0.282799	0.536214	83701.583333	31.083333	1063.344677	55.732247	0.332304	1.083864	0.560057	0.192836
194.000000	0.000000	0.736833	0.133800	18109.333333	8.500000	2905.777395	3.674235	0.000000	0.904935	0.146570	0.068945
195.000000	0.769640	2.272348	0.663635	55910.107143	212.285714	8330.565666	348.110333	20.957517	1.829799	0.675812	0.282139
196.000000	0.726716	3.206001	0.630131	68367.416667	23.611111	11705.324135	68.289417	0.248147	0.762444	0.639070	0.286925
196.000000	0.000000	2.339184	0.254400	17355.666667	2.500000	9224.811947	1.378405	0.000000	0.330379	0.278681	0.183049
199.000000	1.142106	6.949650	0.317966	38497.615385	480.769231	26040.331410	388.500784	1.057388	2.560616	0.330950	0.435400
200.000000	0.888447	2.714825	0.382341	18136.047619	67.666667	10014.724392	64.057266	0.268232	1.657491	0.391783	0.224262
200.000000	1.306218	2.344376	0.504304	73151.214286	82.571429	8758.346307	90.931686	0.430226	1.675948	0.523341	0.240623
201.000000	4.573659	5.119094	0.423542	33362.866667	395.800000	19075.556981	297.370668	3.176168	2.438069	0.438407	0.414539
202.000000	1.696505	5.774093	0.619319	51918.787879	1008.636364	21109.029697	1888.828420	1.837227	2.604901	0.628922	0.426392
204.000000	3.855115	6.332080	0.910106	44455.813559	432.711864	22892.697473	1711.034925	1.880473	1.408931	0.913987	0.534484
205.000000	3.987255	6.295476	0.510681	41972.949367	45.563291	22735.776065	65.043487	2.743643	1.375934	0.512305	0.465429
205.000000	1.558240	1.842952	0.236267	47489.600000	96.200000	7417.737748	41.408936	19.996100	1.932494	0.264154	0.186641
206.000000	2.064429	6.522327	0.737591	49915.356436	1896.742574	23597.486608	2932.790056	0.745154	2.806245	0.741270	0.480206
208.000000	2.410799	4.968729	0.161815	55016.888889	2136.055556	18406.006312	863.790584	2.511096	3.298547	0.166506	0.330323
209.000000	1.702130	7.749577	0.614599	37259.750000	1663.027778	28294.219593	1955.295454	0.242227	2.886717	0.623317	0.506295
209.000000	3.844067	4.183291	0.308703	52177.923077	3013.307692	15674.785503	2715.383870	14.642870	3.355620	0.321308	0.356695
210.000000	1.542817	2.535515	0.470575	60653.200000	146.200000	9621.601158	172.907682	9.424682	1.909964	0.496030	0.243182
