UID	RG	STD_T	STD_V	MEAN_T	MEAN_V	SSTD_T	SSTD_V	DIST_HOME	MEAN_log10_v	SSTD_log10_v	AVG_DIST
3569.000000	0.334784	1.168707	0.567033	75417.000000	11.500000	4434.930890	17.083130	0.111594	0.702684	0.597705	0.222962
3570.000000	1.223308	2.381235	0.934467	72561.615385	987.307692	8922.485365	1534.321424	0.214054	2.193022	0.972624	0.378863
3570.000000	1.348336	0.884039	0.159266	51063.600000	783.800000	3558.189048	395.398154	9.401011	2.860456	0.178064	0.122333
3571.000000	0.000000	2.946278	0.247858	20287.000000	9.600000	11858.541226	6.268971	0.000000	0.910212	0.277113	0.222684
3573.000000	2.632100	2.511210	0.259546	64068.153846	18.461538	9409.502031	21.620266	3.303674	1.147338	0.270144	0.233770
3574.000000	0.000000	2.261490	0.107135	22233.125000	11.500000	8408.364612	3.633180	0.000000	1.045445	0.110649	0.137970
3575.000000	1.987033	2.199488	0.185558	59943.400000	1716.800000	8852.770403	840.465169	9.026139	3.194006	0.207460	0.207441
3579.000000	3.607492	5.422107	0.639666	61979.416667	48.222222	19796.472334	75.181347	2.735908	1.287473	0.648740	0.443016
3580.000000	0.208838	1.310478	0.298250	76662.727273	16.090909	4947.988644	11.936956	0.660402	1.101339	0.312808	0.142735
3580.000000	0.000000	1.952641	0.271951	11873.600000	12.200000	7409.752645	10.538817	0.000000	0.982491	0.286662	0.150300
3581.000000	1.015502	6.805265	0.542835	45200.608696	10.434783	25049.562707	21.783701	0.293972	0.586968	0.555035	0.460487
3582.000000	2.857624	0.870377	0.328088	70945.900000	124.100000	3302.848382	166.941407	-1.000000	1.918618	0.345835	0.195713
3583.000000	1.224938	2.471517	0.343843	50469.300000	5572.400000	9378.748294	3089.875913	-1.000000	3.646291	0.362443	0.220922
3584.000000	7.091963	5.843514	1.580998	45059.342767	2777.088050	21069.803688	8599.166058	8.178256	1.832883	1.583490	0.761910
3584.000000	1.203703	1.087277	0.671824	79567.846154	2709.346154	3991.712061	3419.301647	0.359582	3.045557	0.685129	0.249185
3584.000000	0.000000	1.083378	0.000000	80214.538462	1.000000	4059.415919	0.000000	0.000000	0.000000	0.000000	0.060643
3585.000000	0.713383	3.062096	0.800149	55602.191489	199.680851	11142.721911	296.042235	23.884949	1.755485	0.808800	0.338913
3586.000000	3.581011	3.991857	0.722107	61292.500000	3977.392857	14634.390376	3425.735307	1.964502	3.243724	0.735358	0.387747
3587.000000	0.000000	0.895413	0.715162	39411.583333	15.750000	3366.821011	25.197853	0.000000	0.672265	0.746962	0.255769
3590.000000	1.666122	2.827025	0.301172	60117.000000	368.166667	11148.663418	417.790099	9.216493	2.424530	0.329917	0.245373
3591.000000	0.969903	3.032085	0.376584	17753.000000	2592.583333	11400.873053	2959.138126	0.430479	3.224178	0.393329	0.241534
3591.000000	0.000000	1.705648	0.310130	14021.444444	21.444444	6512.805561	14.204851	0.000000	1.230397	0.328943	0.162612
3591.000000	0.780811	3.172921	0.268052	52559.750000	2996.500000	12211.182647	2142.130982	11.894999	3.388241	0.286559	0.238420
3592.000000	2.533566	2.645239	0.344341	59138.062500	202.000000	9835.166296	256.623719	-1.000000	2.133420	0.355634	0.256774
3593.000000	4.858963	3.544807	0.717456	65289.787879	33.181818	12959.168380	93.645427	4.011767	0.797652	0.728580	0.426942
3593.000000	0.000000	2.719897	0.267004	18189.823529	1.882353	10092.978929	1.798692	0.000000	0.166316	0.275222	0.188257
3594.000000	1.726731	5.240027	0.734857	48136.503356	169.845638	18927.721616	313.299221	0.085692	1.685838	0.737336	0.416771
3595.000000	1.481259	5.239283	0.326149	24453.125000	226.500000	20163.703638	221.802357	0.697557	2.217059	0.348668	0.351803
3596.000000	1.440604	6.909705	0.704659	40654.130435	35.804348	25149.809194	92.290271	0.486911	0.878537	0.712445	0.488024
3597.000000	1.432317	4.676690	0.304995	50881.800000	520.266667	17123.900396	430.213093	0.542244	2.605386	0.310209	0.308823
3599.000000	0.533405	2.904462	0.583716	53362.456522	42.978261	10571.602714	52.912712	9.322465	1.303310	0.590166	0.277829
3599.000000	0.000000	2.922944	0.652514	18718.272727	79.727273	11036.196030	147.701111	0.000000	1.348719	0.684362	0.286968
3600.000000	1.733888	2.925539	0.564487	51914.538462	89.230769	10961.992859	64.761297	-1.000000	1.714017	0.587536	0.296205
3601.000000	0.000000	0.236327	0.380939	75816.900000	6967.600000	896.799055	4095.775715	0.000000	3.725245	0.401545	0.123110
3601.000000	0.000000	3.287622	0.294363	16251.333333	23.666667	12965.072999	12.011106	0.000000	1.298495	0.322459	0.249138
3602.000000	4.678754	3.163461	0.761979	68491.400000	2627.133333	11788.176745	3127.136341	1.884456	2.985669	0.788723	0.431111
3602.000000	0.000000	2.794958	0.425555	15507.285714	329.428571	10868.038840	372.738898	0.000000	2.293258	0.459652	0.250120
3602.000000	2.339027	2.364062	0.272373	43087.333333	322.333333	9322.918871	193.761365	6.570092	2.432063	0.298369	0.239724
3603.000000	0.587569	0.296935	0.086870	77920.200000	8.200000	1195.138988	1.788854	-1.000000	0.905268	0.097124	0.051933
3605.000000	0.499065	3.667664	0.607085	30058.125000	2516.250000	14115.232324	3695.236731	0.188631	2.991704	0.649001	0.334319
3606.000000	1.683472	2.442246	0.150493	55305.000000	75.666667	9631.248538	27.746471	14.896470	1.853526	0.164857	0.197650
3607.000000	1.113204	6.201464	0.890334	52562.664671	521.221557	22392.414922	1390.018685	0.689687	1.914305	0.893011	0.492447
3608.000000	1.949742	7.532383	0.901588	43530.750000	981.791667	27403.534749	2222.011375	0.767269	2.168814	0.911129	0.570421
3610.000000	0.000000	3.971726	0.724498	55966.285714	4925.107143	14560.586371	6255.039677	0.000000	3.226553	0.737792	0.363770
3611.000000	0.000000	0.786392	0.176110	74275.300000	8.500000	2984.148568	4.624812	0.000000	0.887194	0.185636	0.077724
3612.000000	0.332571	2.130280	0.407205	63491.272727	41.727273	8043.324960	51.871169	15.419011	1.394328	0.427080	0.203155
3613.000000	2.306740	0.859950	0.392881	43314.166667	1301.666667	3391.301722	1178.828854	3.953801	2.950813	0.430380	0.218282
3613.000000	0.000000	0.521211	0.153886	5265.000000	5263.333333	2055.447202	2211.821301	0.000000	3.692663	0.168573	0.071005
3614.000000	1.382465	3.487384	0.502276	51664.833333	96.916667	13112.833816	94.243841	1.125145	1.729207	0.524610	0.305084
3615.000000	1.722152	4.169121	0.688853	48679.102190	78.445255	15063.914958	151.218916	4.284568	1.392665	0.691381	0.351333
3617.000000	0.942178	3.267195	0.670301	47863.508772	125.456140	11866.453770	218.695897	21.275491	1.607241	0.676259	0.310269
3617.000000	0.000000	2.114163	0.564992	15243.363636	45.484848	7728.992701	118.467591	0.000000	1.073269	0.573753	0.213016
3617.000000	0.468069	0.913216	0.154468	81033.750000	9.375000	3514.568649	3.961872	0.176913	0.942895	0.165134	0.088160
3618.000000	0.000000	2.250092	0.238532	9378.166667	6.500000	8873.468283	2.949576	0.000000	0.759061	0.261298	0.165666
3622.000000	2.660704	4.029333	0.390213	57601.222222	420.592593	14781.922414	430.307874	1.362787	2.450744	0.397646	0.320999
3623.000000	2.953240	3.901990	0.598898	56752.916667	180.083333	14246.424266	312.246640	2.016052	1.828817	0.607393	0.367355
3624.000000	4.099597	7.096453	0.510900	44835.214286	10.095238	25856.905626	17.537152	2.766932	0.648841	0.517093	0.514423
3626.000000	0.000000	0.834680	0.196542	78420.400000	502.200000	3359.520546	220.469272	0.000000	2.660558	0.219740	0.098354
3627.000000	0.000000	2.688296	0.654106	21013.450000	12.150000	9929.280281	30.051316	0.000000	0.429490	0.671099	0.273760
3627.000000	0.000000	0.914185	0.730324	78474.428571	18.714286	3554.758635	34.315761	0.000000	0.665047	0.788840	0.273042
3628.000000	0.264201	6.034999	0.421816	45428.440000	26.200000	21872.302028	47.559635	0.085539	1.147132	0.424657	0.373244
3629.000000	0.000000	3.036439	0.302531	16793.600000	128.400000	12221.433173	98.687892	0.000000	2.004352	0.338240	0.238349
3631.000000	3.397864	3.587699	0.573012	47289.645161	959.580645	13129.215007	1019.273623	0.190124	2.708091	0.582484	0.359767
3631.000000	0.000000	0.394675	0.301856	78970.500000	16.000000	1497.684750	16.027754	0.000000	1.072115	0.318184	0.099188
3634.000000	1.737977	6.867916	0.692812	45517.406780	578.813559	24936.728507	1770.077053	0.567060	2.107108	0.698759	0.488036
3635.000000	0.893164	2.598811	0.411669	47221.384615	4562.692308	9737.743403	5418.514009	10.648733	3.444671	0.428479	0.233232
3636.000000	0.000000	1.759115	0.118915	11260.400000	60.900000	6675.370638	17.012740	0.000000	1.768687	0.125347	0.119017
3639.000000	0.000000	0.860639	0.403288	81252.000000	11.000000	3207.046772	17.312258	0.000000	0.808596	0.417443	0.144015
3639.000000	3.486329	1.887360	0.359084	36610.071429	16.500000	7050.980635	15.490692	2.232101	1.063860	0.372639	0.241326
3639.000000	0.000000	0.605214	0.190300	3659.125000	9.375000	2329.205409	3.997767	0.000000	0.932720	0.203439	0.084003
3641.000000	4.824039	4.115253	0.456773	62387.724138	587.655172	15077.143683	1218.687065	3.625571	2.413880	0.464858	0.382611
3642.000000	1.099976	7.051189	0.432853	38946.791667	822.041667	25930.240944	1948.079310	0.950622	2.555579	0.442163	0.445457
3644.000000	1.149129	6.641763	0.714197	45826.114286	116.000000	24259.421170	122.084108	0.095517	1.672703	0.724624	0.485483
3646.000000	0.733750	3.555168	0.506865	55517.616279	60.058140	12873.671731	111.882539	-1.000000	1.425679	0.509838	0.280607
3648.000000	2.949073	6.034100	0.216079	44392.882353	805.352941	22391.308249	461.659499	3.475522	2.850492	0.222729	0.390020
3649.000000	5.039108	7.171256	1.004722	41617.061538	2896.592308	25916.393412	8866.370591	2.480908	2.366815	1.008609	0.624064
3650.000000	0.165425	4.041888	0.836857	55103.050847	83.745763	14675.699708	182.797853	0.030987	1.126676	0.844040	0.387672
3650.000000	0.365647	0.539605	0.240824	2424.200000	3.400000	2171.869057	1.341641	0.182823	0.481648	0.269249	0.086882
3652.000000	5.343543	6.174799	1.270897	48374.457031	6139.273438	22272.820673	20651.584283	3.095570	2.329379	1.273387	0.662149
3653.000000	0.606383	4.282346	0.778295	48456.425532	85.340426	15583.115077	189.685240	0.222232	1.258523	0.786709	0.388585
3654.000000	1.422950	0.866694	0.470197	33910.083333	286.750000	3258.835862	318.270075	1.468559	2.215458	0.491104	0.200935
3655.000000	2.502440	6.898246	1.005248	48819.909502	914.859729	24890.063289	3171.317041	2.254586	1.701091	1.007530	0.558962
3656.000000	0.000000	1.441303	0.778554	74131.588235	1377.117647	5348.380772	2666.505318	0.000000	2.407714	0.802515	0.286482
3657.000000	4.392540	4.323072	0.585474	50684.562500	113.375000	15661.248028	175.453003	-1.000000	1.655488	0.589168	0.414544
3658.000000	0.000000	0.744307	0.302340	71834.222222	11.777778	2842.044413	14.541129	-1.000000	0.920525	0.320680	0.098031
3659.000000	0.757327	7.282993	1.000020	45498.533333	1161.000000	26666.992584	3243.517280	0.150860	2.136995	1.017115	0.575063
3660.000000	3.075814	7.047622	0.852462	47778.614754	346.663934	25476.063496	1356.606282	1.538652	1.344465	0.855977	0.539009
3661.000000	2.131345	4.438001	0.571130	51958.828571	77.542857	16210.053659	174.623013	4.559280	1.359386	0.579468	0.328960
3661.000000	0.000000	1.048156	0.217132	21714.125000	14.375000	4033.892110	11.096171	0.000000	1.087699	0.232124	0.105074
3662.000000	0.708618	0.862839	0.479274	70742.137931	35.586207	3161.201023	23.180221	0.733023	1.391104	0.487757	0.165684
3662.000000	0.797874	0.984099	0.512639	38673.200000	26.200000	3734.394605	16.005555	0.921286	1.239527	0.540369	0.188746
3663.000000	0.572438	0.642428	0.521218	35472.142857	18.142857	2498.044864	16.617547	-1.000000	1.013760	0.562980	0.205796
3665.000000	0.000000	3.050426	1.022946	62744.433333	1279.900000	11169.267530	3507.807669	0.000000	2.003355	1.040434	0.404008
3667.000000	1.100111	2.920471	0.470777	41835.500000	1836.750000	11239.612512	1527.176643	10.136220	3.062328	0.503282	0.280073
3668.000000	0.357518	6.129191	0.425110	40825.714286	601.285714	22609.986761	935.183519	0.079943	2.514394	0.435609	0.395289
3669.000000	0.528337	3.744921	0.662146	20523.000000	115.750000	13923.855170	192.592662	0.136416	1.529138	0.683862	0.321313
3670.000000	1.287111	2.650569	0.485770	18383.000000	17.000000	10306.590820	15.864005	0.641899	1.019280	0.524692	0.275712
3673.000000	0.981768	7.630220	0.546828	36253.825000	152.100000	27818.725731	259.903118	0.341472	1.872119	0.553794	0.480993
3674.000000	5.562142	6.842752	1.017470	50441.918182	2074.618182	24746.648264	4167.977036	4.473065	2.542942	1.022127	0.622017
3676.000000	1.554046	3.167436	0.922673	57015.600000	1550.270000	11460.215267	2338.825557	12.679382	2.450959	0.927321	0.383016
3676.000000	0.778838	1.592339	0.621083	31388.904762	4840.785714	5801.907692	3055.910319	0.121641	3.448428	0.628612	0.199689
3676.000000	0.782256	0.961364	0.719335	74755.000000	1782.285714	3738.212229	2515.229394	0.319360	2.750544	0.776971	0.287169
3677.000000	1.160207	5.494504	0.612594	43925.250000	1237.500000	20659.759490	1147.057381	0.289831	2.783505	0.639833	0.413460
3680.000000	3.413536	5.161566	0.750813	51985.511628	3143.186047	18690.621136	5160.250743	1.440730	2.987398	0.755217	0.453137
3681.000000	0.671260	1.421938	0.328081	27909.909091	11.363636	5368.827683	8.417514	0.411063	0.943243	0.344094	0.147830
3682.000000	0.353094	3.672395	0.000000	22775.837838	1.000000	13402.982826	0.000000	0.122931	0.000000	0.000000	0.205124
3682.000000	2.338711	2.572985	0.000000	71959.461538	1.000000	9640.970850	0.000000	4.793996	0.000000	0.000000	0.189989
3683.000000	2.675473	7.195869	1.165872	40946.807143	2403.382143	25951.512755	13857.229942	1.143464	1.742966	1.167960	0.605073
3684.000000	0.992335	4.893566	0.612709	28929.600000	644.133333	18235.157764	847.663332	0.357970	2.440850	0.634214	0.378681
3686.000000	1.260671	3.263965	0.729527	22411.857143	119.714286	12040.448946	193.353599	0.393071	1.580498	0.747543	0.342455
3686.000000	4.833416	1.907025	0.572414	44610.062500	345.625000	7090.440498	436.595446	18.712991	2.213977	0.591187	0.360742
3686.000000	0.000000	1.312879	0.421479	76706.181818	35.454545	4957.050934	37.486967	0.000000	1.349039	0.442051	0.179092
3687.000000	0.000000	2.393189	0.429815	12902.600000	151.400000	9081.512432	230.236690	0.000000	1.917381	0.453065	0.225733
3687.000000	2.042858	0.668546	0.389005	37172.285714	44.714286	2599.602451	41.015096	23.656551	1.482272	0.420174	0.191641
3688.000000	0.346135	2.472661	0.979359	12707.647059	340.803922	8990.154735	1133.799842	0.048951	1.309280	0.989104	0.359382
3688.000000	1.151792	2.309462	0.649440	72425.761905	435.095238	8519.379537	517.733513	0.257554	2.267973	0.665478	0.285704
3690.000000	0.605065	2.626527	0.525069	72954.285714	70.857143	10213.104208	73.010110	0.247018	1.574710	0.567139	0.273252
3690.000000	0.940602	2.287501	0.154817	38192.000000	11.200000	9207.015342	4.658326	1.152004	1.020766	0.173090	0.174885
3691.000000	0.000000	2.988796	1.151359	51385.117647	4624.235294	10921.473257	7329.875984	0.000000	2.682506	1.168673	0.448490
3693.000000	0.780974	3.557969	0.070038	55648.000000	455.333333	14031.215200	74.639578	1.746305	2.652961	0.076723	0.235702
3695.000000	0.461957	6.646789	1.117982	31054.483051	1140.322034	24030.482404	4275.833948	0.085448	1.087867	1.122749	0.514543
3698.000000	3.226264	1.254860	0.372677	52260.555556	25.333333	4791.529039	28.635642	-1.000000	1.225460	0.395283	0.245156
3699.000000	1.127112	5.431094	0.381564	49600.500000	102.525000	19801.017779	105.456514	0.574456	1.841166	0.386425	0.354632
3701.000000	0.000000	2.841733	0.070603	17290.000000	621.000000	11437.755243	112.545546	0.000000	2.787374	0.078936	0.189592
3702.000000	0.403339	1.876657	0.311235	45778.823529	8.970588	6857.565512	8.277334	-1.000000	0.841039	0.315915	0.157863
3702.000000	4.328638	3.799460	0.522087	62617.031250	4206.468750	13896.919969	3912.529559	-1.000000	3.402272	0.530441	0.383329
3702.000000	0.898300	3.053417	0.867453	48028.344828	354.206897	11186.870152	1024.101466	-1.000000	1.514515	0.882807	0.356930
3703.000000	1.184653	2.045362	0.552878	68481.714286	1975.142857	7953.278081	2785.874335	-1.000000	2.943926	0.597177	0.271204
3704.000000	0.635674	2.431968	0.763227	14993.000000	90.258065	8899.808343	154.570581	0.166939	1.310967	0.775843	0.303826
3704.000000	1.863567	3.165682	0.631456	65694.650000	200.750000	11692.518077	177.961816	0.610528	2.002129	0.647860	0.321951
3707.000000	2.955703	2.521076	0.913323	72107.631579	2338.947368	9197.701868	4168.052860	2.613898	2.557644	0.925583	0.393906
3707.000000	1.700775	1.016763	0.358813	54527.375000	6585.625000	3913.074711	5937.434822	11.031228	3.674922	0.383587	0.178735
3707.000000	0.000000	0.613001	0.276014	72518.400000	85.400000	2467.280953	54.233753	18.108145	1.850146	0.308593	0.121917
3708.000000	0.000000	2.946357	0.419644	39978.200000	11036.800000	11858.857458	8642.329356	0.000000	3.882771	0.469176	0.265727
3709.000000	5.167912	3.592287	0.851944	52780.818182	2967.568182	13081.744381	5374.807992	20.698153	2.729868	0.861793	0.471363
3709.000000	0.000000	1.948170	0.856523	8722.000000	2502.272727	7355.727333	5327.095120	0.000000	2.563698	0.898329	0.337720
3709.000000	2.566436	2.455162	0.570156	44644.285714	1757.428571	9546.761296	1630.238823	3.260593	2.986345	0.615839	0.311359
3710.000000	2.133106	3.146306	0.632705	55614.000000	902.000000	11655.081628	1235.802954	-1.000000	2.568218	0.651048	0.322164
3711.000000	3.488701	3.864586	0.158607	52434.023148	18.314815	13944.828489	10.616046	0.214848	1.227068	0.158975	0.287712
3711.000000	0.631421	0.245629	0.146534	76782.625000	19.375000	945.319891	9.085900	12.799472	1.257789	0.156652	0.057122
3712.000000	0.366142	2.689960	0.745233	38206.600000	3429.300000	10207.679497	3532.227470	0.256020	3.167821	0.785545	0.329159
3713.000000	4.476488	5.455976	0.667133	46014.423077	45.474359	19768.644580	128.130993	8.924349	1.085509	0.671451	0.465198
3713.000000	0.000000	1.091990	0.485817	79132.222222	8.111111	4045.134515	10.260655	0.000000	0.617321	0.499902	0.182591
3714.000000	0.666524	4.798314	0.959503	45475.536585	526.365854	17488.522698	1268.414143	0.136846	1.749275	0.971422	0.440187
3715.000000	0.000000	0.793037	0.400827	63462.800000	10239.200000	3191.913956	10127.413451	13.989275	3.836486	0.448139	0.171513
3716.000000	0.000000	1.588073	0.902131	48839.111111	2716.777778	6063.861465	2672.077271	0.000000	2.952666	0.956854	0.338548
3717.000000	2.154014	3.463081	1.081608	56118.311111	673.333333	12607.968395	1433.047341	-1.000000	1.970950	1.093830	0.458576
3718.000000	0.621743	2.204898	0.530174	26695.888889	90.111111	8419.131821	135.272359	0.332333	1.605288	0.562335	0.240093
3718.000000	0.000000	0.827127	0.175283	52534.500000	8.875000	3183.250944	4.853202	5.874828	0.906796	0.187385	0.084406
3719.000000	3.317879	4.026938	1.146769	55375.417722	792.734177	14589.610098	1338.151564	-1.000000	1.862779	1.154097	0.508286
3719.000000	0.752847	1.272997	0.384585	73367.545455	514.909091	4806.469918	427.265364	-1.000000	2.563944	0.403356	0.165716
3720.000000	5.220355	7.067769	0.488563	44001.471698	159.339623	25687.456353	169.344999	4.267731	1.990813	0.493239	0.534416
3721.000000	5.094402	4.486021	0.833984	49692.038462	1116.038462	16227.884435	3199.848306	-1.000000	2.315511	0.838023	0.492451
3721.000000	2.113892	4.168550	1.006334	49419.961538	1975.653846	15303.971008	4876.247081	-1.000000	2.641547	1.026264	0.426546
3721.000000	0.690089	0.459975	0.419978	45808.600000	29.200000	1851.363633	30.979025	-1.000000	1.262252	0.469550	0.177188
3722.000000	5.440929	4.288998	0.983132	56529.817460	345.992063	15502.031236	1008.314241	-1.000000	1.580595	0.987057	0.535303
3722.000000	0.798557	0.292014	0.102149	22177.750000	5.250000	1123.833840	1.581139	-1.000000	0.706652	0.109202	0.061774
3723.000000	0.000000	3.056279	0.533294	42857.857143	123033.428571	11884.169827	81970.475996	18.416816	4.897814	0.576023	0.284885
3724.000000	2.637133	2.635908	0.290468	53653.090909	61.636364	9952.428944	37.302206	-1.000000	1.703583	0.304645	0.233357
3726.000000	0.255715	2.868939	0.310457	52222.777778	46.444444	10954.690625	34.864420	6.717008	1.561165	0.329290	0.223931
3727.000000	0.338921	0.695906	0.438577	43624.000000	33.600000	2800.967779	36.142772	-1.000000	1.304545	0.490344	0.175408
3728.000000	5.664580	4.179937	0.683314	62502.914474	123.118421	15097.517557	253.065731	7.437362	1.544385	0.685572	0.454777
3728.000000	0.624634	2.760600	0.536452	14946.236111	32.638889	10007.901684	58.965807	0.103481	1.142322	0.540216	0.254913
3728.000000	2.552668	1.353396	0.901495	37600.166667	441.000000	5088.875154	872.870395	28.648053	1.849231	0.941581	0.374477
3729.000000	1.132373	3.072900	0.319736	64739.545455	442.818182	11602.384758	320.046815	-1.000000	2.536130	0.335342	0.238483
3733.000000	0.000000	1.897423	0.198073	14330.300000	4.500000	7200.212343	2.718251	0.000000	0.600449	0.208788	0.139248
3734.000000	1.040547	2.513379	0.456202	16365.020833	16.479167	9143.914115	16.892639	0.216960	1.026693	0.461030	0.223637
3734.000000	2.589610	1.174060	0.365521	31909.857143	2941.285714	4565.267952	2238.026937	1.295314	3.333478	0.394808	0.217313
3734.000000	3.269235	1.630696	0.193112	75309.857143	2317.285714	6340.869747	1033.037223	1.018492	3.324287	0.208584	0.223338
3736.000000	0.000000	0.648729	0.162655	8284.800000	17.200000	2611.082094	5.890671	0.000000	1.209046	0.181854	0.077205
3737.000000	2.926354	7.179208	0.384827	41856.774648	127.450704	26029.103931	90.551767	1.862779	1.985946	0.387566	0.463615
3738.000000	2.541072	7.062534	0.891738	43558.259259	302.190476	25492.651682	676.719642	2.120576	1.718165	0.894107	0.552412
3739.000000	1.384101	2.428459	0.680742	69138.363636	41.181818	9169.162418	49.005751	0.923806	1.201075	0.713968	0.312760
3740.000000	1.807784	5.635115	0.566465	50086.611111	108.185185	20476.901064	176.658831	2.287725	1.666406	0.571784	0.403720
3741.000000	3.283759	4.096025	0.468943	59137.903704	5.237037	14800.608782	12.158289	4.151696	0.278017	0.470690	0.329915
3741.000000	0.000000	2.699092	0.039866	16722.982143	1.017857	9804.667311	0.133631	0.000000	0.005376	0.040227	0.150049
3741.000000	0.000000	2.600220	0.105220	14624.222222	41.333333	9928.617952	10.535654	0.000000	1.603613	0.111602	0.167007
3742.000000	2.772410	2.944442	0.707177	64268.375000	5471.187500	10947.625380	8973.374707	-1.000000	3.169837	0.730370	0.363941
3743.000000	1.048827	3.461702	0.263151	31912.714286	128.285714	13460.637252	96.136560	0.428184	2.024796	0.284236	0.254861
3744.000000	1.413540	5.797411	0.922760	52171.722222	1475.555556	21066.651293	5343.646747	0.386959	2.174280	0.931424	0.493274
3746.000000	1.131422	1.072359	0.642921	34027.857143	400.857143	4169.807567	539.797316	5.317472	2.193211	0.694434	0.268528
3746.000000	0.000000	1.477494	0.693730	77607.833333	121.000000	5826.647146	193.408376	0.000000	1.570663	0.759943	0.284055
3747.000000	2.517541	3.812457	0.474713	51570.888889	370.944444	14122.749628	338.485463	5.930817	2.374156	0.488476	0.320669
3747.000000	3.391958	3.902260	0.000000	60691.600000	1.000000	14541.204022	0.000000	3.059414	0.000000	0.000000	0.295628
3749.000000	0.445231	6.868653	0.897492	48011.258065	995.741935	25135.892876	1946.544562	0.292893	2.185493	0.912327	0.524458
3750.000000	0.000000	2.893037	0.127643	17055.200000	556.000000	11644.250564	159.026727	0.000000	2.727983	0.142709	0.202867
3751.000000	0.000000	2.946278	0.169736	20691.000000	259.800000	11858.541226	114.894299	0.000000	2.381315	0.189770	0.215456
3752.000000	2.142263	1.609349	0.354850	13668.333333	111.333333	6145.100569	97.494872	1.118753	1.900560	0.376375	0.210069
3752.000000	1.069058	4.523968	0.653132	57705.750000	33128.125000	17410.769621	27341.257435	0.598522	4.232252	0.698227	0.384813
3752.000000	0.000000	1.001118	0.147517	63168.600000	7.400000	4029.423941	2.607681	2.182151	0.845557	0.164929	0.094530
3753.000000	4.583352	7.014392	0.867429	40401.309278	762.711340	25382.989114	3285.178518	6.084234	2.069818	0.871935	0.577189
3755.000000	1.081579	2.435634	0.452250	54520.875000	1992.625000	9373.688517	2710.392957	5.725787	3.038304	0.483476	0.245348
3757.000000	1.250569	2.498732	0.202003	45821.807692	9.269231	9173.581377	6.867650	2.951553	0.907509	0.206003	0.180417
3758.000000	0.000000	0.360704	0.236020	74597.000000	11.666667	1422.474323	7.554248	-1.000000	0.998521	0.258547	0.093323
3759.000000	2.630737	2.424884	0.852386	72005.111111	1549.888889	8895.874633	2564.443759	0.814155	2.540953	0.868623	0.375543
3759.000000	0.746605	1.786965	0.412216	16121.125000	181.312500	6644.050119	138.869588	0.282188	2.099808	0.425735	0.190810
3760.000000	1.349659	2.580744	0.841689	15770.692308	311.076923	9670.045039	749.156688	0.518598	1.593201	0.876058	0.360314
3761.000000	3.984058	2.337320	0.364287	69099.333333	758.666667	8924.769409	572.011801	-1.000000	2.745628	0.386385	0.302711
3761.000000	0.826684	1.761604	0.212923	39708.166667	84.500000	6947.063939	33.134574	-1.000000	1.884791	0.233245	0.156205
3763.000000	1.331431	3.548266	0.785758	44431.927152	119.582781	12816.264724	470.087061	16.258810	1.383825	0.788373	0.356747
3763.000000	2.040473	1.973471	0.536731	12479.729167	9.513889	7129.292972	13.313848	0.593387	0.647198	0.538604	0.246614
3763.000000	0.473010	1.587621	0.679113	77473.806452	26.107527	5746.412392	64.049312	0.049315	0.845574	0.682794	0.252089
3764.000000	1.231052	6.293494	1.054841	47049.657143	436.457143	22987.347827	956.063508	0.431121	1.616846	1.070241	0.543732
3765.000000	1.796303	6.922893	0.563635	41358.688073	239.577982	25037.531765	818.670301	1.293617	1.858372	0.566239	0.465172
3766.000000	1.829275	3.162483	0.478315	56476.578947	29.894737	11696.910880	49.088237	7.276457	1.120928	0.491422	0.269566
3766.000000	0.000000	1.424614	0.544337	8423.500000	100.625000	5482.716610	164.795924	0.000000	1.616164	0.581920	0.223979
3767.000000	0.000000	1.916267	0.512626	44049.375000	10.750000	7374.870729	10.081808	-1.000000	0.800608	0.548020	0.237026
3768.000000	1.439840	7.096847	0.520817	42497.640000	131.520000	25621.959552	106.848794	0.351841	1.928964	0.522311	0.453925
3768.000000	0.593619	1.718747	0.446678	30325.500000	58577.000000	6778.055436	48031.683281	0.265478	4.579613	0.489311	0.215587
3769.000000	2.355000	3.461480	0.527128	55332.444444	450.611111	12822.599696	460.213523	0.830894	2.407920	0.542410	0.325246
3769.000000	0.000000	1.432017	0.498935	49222.166667	626.833333	5647.305248	605.801095	15.347553	2.566620	0.546555	0.224302
3771.000000	0.000000	3.636689	0.569828	20028.727273	42.363636	13731.088676	58.270529	0.000000	1.243982	0.597640	0.301182
3772.000000	1.991718	7.263857	0.394840	38757.686667	32.853333	26237.489122	74.225250	1.336422	1.235112	0.396163	0.444396
3773.000000	6.500739	4.072813	0.744221	44987.012048	596.373494	14751.259993	1218.306599	3.736703	2.280403	0.748745	0.486446
3773.000000	1.162617	2.152125	1.151612	66968.615385	12808.153846	8064.011394	29555.489952	29.259091	2.927645	1.198635	0.448733
3775.000000	0.967171	6.907830	0.505675	40447.500000	482.833333	25973.976513	671.184277	0.394451	2.347056	0.528160	0.462793
3777.000000	2.333380	1.643059	0.360785	72650.020833	21.833333	5977.605283	28.777454	-1.000000	1.147339	0.364603	0.197405
3777.000000	2.613196	1.302141	0.981828	39599.107143	1163.142857	4773.728152	4762.131562	-1.000000	1.540349	0.999845	0.356956
